Point,Fokontany,Commune,District,Region
Mangatany 13 E,Mangatany,Andilanatoby,Ambatondrazaka,Alaotra Mangoro
Mangatany 14 F,Mangatany,Arivonimamo I,Arivonimamo,Itasy
Mangatany 15 V,Mangatany,Arivonimamo I,Arivonimamo,Itasy
Mangatelo 10 B,Bobatanty,Mantaly,Ambilobe,Diana
Mangatelo 11 C,Mangatelo,Anjiajia,Ambato Boeni,Boeny
Mangatelo 12 D,Ambatomasaja,Marovoay,Marovoay,Boeny
Mangatelo 13 D,Tamboro,Isaka-Ivondro,Taolagnaro,Anosy
Mangatelo 14 F,Mangatelo,Anjiajia,Ambato Boeni,Boeny
Mangatoka 10 B,Mahasoa,Beretra Bevoay,Farafangana,Atsimo Atsinanana
Mangatoka 11 V,Ambombolava,Mahajamba Usine,Mahajanga II,Boeny
Mangatokana 10 B,Marotaolana,Analalava,Analalava,Sofia
Mangatokana 11 B,Ambohimirary Sud,Ranovao,Manjakandriana,Analamanga
Mangatona 10 B,Andromba,Vinany,Mandoto,Vakinankaratra
Mangatsa 10 V,Ankazomenavony,Belobaka,Mahajanga II,Boeny
Mangatsahatsa 30 A,Mangatsahatsa,Lanjarivo,Antalaha,Sava
Mangatsahatsa 31 A,Mangatsahatsa,Lanjarivo,Antalaha,Sava
Mangatsiaka 10 B,Mangatsiaka,Sitampiky,Ambato Boeni,Boeny
Mangatsiaka 11 E,Mangatsiaky,Ranomafana,Taolagnaro,Anosy
Mangatsiaky 10 B,Amboangy,Ampasimena,Taolagnaro,Anosy
Mangatsika 10 B,Vohibamitsa,Ampasimalemy,Vangaindrano,Atsimo Atsinanana
Mangatsiotra 10 A,Mangatsiotra,Mangatsiotra,Manakara Atsimo,Vatovavy Fitovinany
Mangavilany 10 E,Mangavilany,Kiranomena,Fenoarivobe,Bongolava
Mangazaka 10 A,Mangazaka,Ambatomena,Manjakandriana,Analamanga
Mangazona 10 B,Antsirakimetatra,Amboditandroroho,Toamasina II,Atsinanana
Mangebo 10 B,Mangabe,Andabotoka,Maintirano,Melaky
Mangerihora 10 B,Andonabe,Ambohimandroso,Farafangana,Atsimo Atsinanana
Mangiboka 10 D,Mangiboka,Tsarasambo,Vatomandry,Atsinanana
Mangidifoza 10 C,Ampahitra,Ambohibary,Moramanga,Alaotra Mangoro
Mangidihena 10 A,Idoko,Ambatomainty Atsimo,Fenoarivobe,Bongolava
Mangidihidy 10 E,Vohitromby,Mahanoro,Mahanoro,Atsinanana
Mangidirano 10 A,Tsarahoby,Mahasolo,Tsiroanomandidy,Bongolava
Mangidirano 11 A,Ambatoharanana,Ambato,Ambohidratrimo,Analamanga
Mangidirano 12 B,Andranovelona,Andolofotsy,Miarinarivo,Itasy
Mangidirano 13 B,Tsararano,Tsararano,Maevatanana,Betsiboka
Mangidirano 14 C,Amparihivato,Ambalanirana,Tsiroanomandidy,Bongolava
Mangidirano 15 C,Antanambao,Mangabe,Maevatanana,Betsiboka
Mangidirano 16 C,Mandrarahody,Kiangara,Ankazobe,Analamanga
Mangidivoanjo 10 E,Fiadanana,Fiadanana,Ankazobe,Analamanga
Mangidy 10 A,Manjakatompo,Ampahimanga,Arivonimamo,Itasy
Mangidy 11 B,Tsimamaliavona,Fenoarivo,Ambatofinandrahana,Amoron I Mania
Mangidy 12 B,Beretra,Beretra Bevoay,Farafangana,Atsimo Atsinanana
Mangilatra A 10,Tsaralera,Ambatolava,Vangaindrano,Atsimo Atsinanana
Mangily 10 B,Ankililoaka II,Ankililoaka,Toliary-II,Atsimo Andrefana
Mangily 11 B,Mangily,Ifotaka,Amboasary-Atsimo,Anosy
Mangily 12 C,Antalitoka,Bemanonga,Morondava,Menabe
Mangily 13 D,Tanambao Mangily,Betsiaka,Ambilobe,Diana
Mangirakely 10 D,Mangirakely,Marofangady,Arivonimamo,Itasy
Mangirakirana 10 E,Maromaniry,Bemanondrobe,Nosy-Be,Diana
Mangiraky 10 B,Tsianaloka,Ankavandra,Miandrivazo,Menabe
Mangirankirina 10 B,Ambalihabe,Bemaneviky Ouest,Ambanja,Diana
Mangitraky 10 B,Soarano,Tandrano,Ankazoabo,Atsimo Andrefana
Mangitraky 11 B,Tsianaloka,Ankavandra,Miandrivazo,Menabe
Mangitraky-Vohimary 10 B,Ampandramitsetaky,Tandrano,Ankazoabo,Atsimo Andrefana
Mangoa 10 A,Soakibany,Soakibany,Midongy-Atsimo,Atsimo Atsinanana
Mangoa 11 B,Antatabe,Belavabary,Moramanga,Alaotra Mangoro
Mangoa 12 V,Antatabe,Belavabary,Moramanga,Alaotra Mangoro
Mangoahoa 10 D,Beangaty,Andriandampy,Betroka,Anosy
Mangoaka 10 B,,,,
Mangoaka 11 C,Mangaoka,Ambodimandresy,Antsohihy,Sofia
Mangoaka 12 D,Mangaoka,Mangaoka,Antsiranana II,Diana
Mangoana B 10,Vatoatody,Ampasinambo,Nosy-Varika,Vatovavy Fitovinany
Mangoandrano 10 C,Mangoandrano,Ambatoharanana,Fenerive Est,Analanjirofo
Mangoboka Est 10 B,Andasibe,Bemavo,Beroroha,Atsimo Andrefana
Mangoboka Ouest 10 A,Andasibe,Bemavo,Beroroha,Atsimo Andrefana
Mangoboky 10 C,Mangoboka,Bekodoka,Besalampy,Melaky
Mangoha 10 G,Bemelo,Miary Taheza,Sakaraha,Atsimo Andrefana
Mangoka 10 B,Beronono,Ambondromamy,Ambato Boeni,Boeny
Mangolovolo 10 V,Mangolovolo,Cu Morombe,Morombe,Atsimo Andrefana
Mangona 10 F,Mangona,Soamatasy,Ihosy,Ihorombe
Mangoro 10 C,Ankarahara,Ambohibary,Moramanga,Alaotra Mangoro
Mangoro 11 D,Ambohimanga,Antsirabe Afovoany Atsinanana,Antsirabe I,Vakinankaratra
Mangororoka 10 B,Antsakoamitondritsy,Tranoroa,Beloha,Androy
Mangororoka 11 B,Iharandraony,Imito,Fandriana,Amoron I Mania
Mangotra 10 C,Soamanandray,Anjoma,Ambalavao,Haute Matsiatra
Mangotroka 10 B,Ampasitanatanana,Bekipay,Mitsinjo,Boeny
Mangotroka 11 C,Malandiandro,Marovoay Sud,Besalampy,Melaky
Mangotroka 12 D,Befandriana Sud,Befandriana Sud,Morombe,Atsimo Andrefana
Mangotroka 13 H,Mangotroka,Bemarivo Ankirondro,Belo Sur Tsiribihina,Menabe
Mangotroko 10 D,Besely Sud,Mandabe,Mahabo,Menabe
Mangotroky 10 B,Ankilimaro,Berenty,Ankazoabo,Atsimo Andrefana
Mangotsaka 10 A,Tsaramandroso,Ilaka Centre,Ambositra,Amoron I Mania
Mania 10 G,Imanja,Alakamisy Anativato,Betafo,Vakinankaratra
Maniakatompo 10 F,Antsentsidranovato,Imerintsiatosika,Arivonimamo,Itasy
Maniany 10 C,Ambalamanga,Efatsy,Farafangana,Atsimo Atsinanana
Manide 10 A,Belemboka,Tsihombe,Tsihombe,Androy
Manidroavia 10 B,Fenoarivo,Fenoarivo,Ambatofinandrahana,Amoron I Mania
Manilo 10 B,Manilo,Vohitrambo,Vangaindrano,Atsimo Atsinanana
Manimanaly 10 A,Ambarinanahary,Bemarivo,Ambatomainty,Melaky
Manimboto 10 B,Soamahamanina,Soamahamanina,Miarinarivo,Itasy
Manimiroa 10 B,Ifasina,Itremo,Ambatofinandrahana,Amoron I Mania
Maninarivo 10 B,Masinierenana,Ambohimanambola,Betafo,Vakinankaratra
Maninarivo 11 F,Maninarivo,Mangarano,Antsirabe II,Vakinankaratra
Maninday 10 V,Maninday I,Ambinany,Sakaraha,Atsimo Andrefana
Maninday II 10 B,Morahariva II,Ambinany,Sakaraha,Atsimo Andrefana
Maninday II 11 C,Maninday I,Ambinany,Sakaraha,Atsimo Andrefana
Manindra 10 A,Sampona Centre,Sampona,Amboasary-Atsimo,Anosy
Manindroavia 10 B,Manindroavia,Ambohimitombo I,Ambositra,Amoron I Mania
Manindroavia 11 C,Laobato Atsimondrano,Mangidy,Ikalamavony,Haute Matsiatra
Maninela 10 C,Ampandrana,Tsarasaotra,Ambositra,Amoron I Mania
Maninga 10 B,Anaviavy,Iamonta,Vondrozo,Atsimo Atsinanana
Maningavahitra 10 C,Ambatomena,Bekorobo,Betroka,Anosy
Maningo 10 D,Ranobe,Ranobe,Amboasary-Atsimo,Anosy
Maningorikely 10 A,Ampasimbazaha,Andondabe,Toamasina II,Atsinanana
Maniniana 10 V,Bemarivo,Bemarivo,Ambatomainty,Melaky
Manintona 10 B,Ankosy,Merimandroso,Ambohidratrimo,Analamanga
Manintsiarafa 10 C,Ambararata,Ambolodia Sud,Besalampy,Melaky
Manintsy 10 B,Tanambao,Etrotroka Atsimo,Farafangana,Atsimo Atsinanana
Manintsy 11 C,Befamata,Tranovaho,Beloha,Androy
Manintsy 12 D,Manintsy,Marosavoa,Betioky Atsimo,Atsimo Andrefana
Manirekana 10 B,Ambohinihaonana,Ambohinihaonana,Mananjary,Vatovavy Fitovinany
Manirenja 10 C,Befarafara,Daraina,Vohemar,Sava
Manirenja 11 D,Manirenjavao,Antananivo Haut,Bealanana,Sofia
Manirenja 12 E,Antsirasira,Marovato,Ambanja,Diana
Manirenja 13 E,Ambodimadiro,Ampondra,Vohemar,Sava
Manirenja 14 F,Manirenja,Bobakilandy,Antsiranana II,Diana
Manirenja 15 A,Anamborano,Miarinarivo,Vavatenina,Analanjirofo
Manirenja-Ambany 10 B,Ambodimadiro,Ampondra,Vohemar,Sava
Manirenja-Ambony 10 B,Ambodimadiro,Ampondra,Vohemar,Sava
Manireny 10 B,Ambalaranobe,Maevatanana II,Maevatanana,Betsiboka
Manirikina 10 C,Manirikina,Sahakevo,Marolambo,Atsinanana
Manirirano 10 G,Manirirano,Ambalamanasy II,Andapa,Sava
Maniroko 10 A,Fampotakely,Ampanavoana,Antalaha,Sava
Maniromaso 10 C,Mananara,Mangaoka,Antsiranana II,Diana
Maniry 10 I,Maniry,Maniry,Ampanihy Ouest,Atsimo Andrefana
Manisakomby 10 F,Manisakomby,Antseza,Mitsinjo,Boeny
Manisy 10 H,Manisy,Ankaramena,Taolagnaro,Anosy
Manitohana 10 A,Itampolo,Itampolo,Ampanihy Ouest,Atsimo Andrefana
Manitohany 10 B,Itondy,Itondy,Miandrivazo,Menabe
Manitra 10 D,Antanetinilapa,Alatsinainy Ibity,Antsirabe II,Vakinankaratra
Manitriva 10 A,Matsakaria,Ambalatany,Farafangana,Atsimo Atsinanana
Manitsavo 10 B,Manitsevo,Tanandava Sud,Amboasary-Atsimo,Anosy
Manitseva 10 A,Esomony,Maromby,Amboasary-Atsimo,Anosy
Manitsitady 10 B,Ampahimanga,Antsahafilo,Ambohidratrimo,Analamanga
Manitsy  16 A,Iabofotaka,Maropaika,Ivohibe,Ihorombe
Manitsy 10 A,Andranomanga,Iakora,Iakora,Ihorombe
Manitsy 11 A,Mahanoro,Begogo,Iakora,Ihorombe
Manitsy 12 B,Manevy,Mahabo,Betroka,Anosy
Manitsy 13 B,Manitsy Fiadanana,Ranotsara Nord,Iakora,Ihorombe
Manitsy 14 C,Mandabe Manatsahala,Mandrosonoro,Ambatofinandrahana,Amoron I Mania
Manitsy 15 E,Ankeniheny,Mahabo,Betroka,Anosy
Manitsy 16 E,Andranata,Iakora,Iakora,Ihorombe
Manitsy 17 A,Marozano,Ivondro,Midongy-Atsimo,Atsimo Atsinanana
Manitsy 18 A,Ampatranila,Andranolalina,Midongy-Atsimo,Atsimo Atsinanana
Manitsy 19 A,Milahila,Nosifeno,Midongy-Atsimo,Atsimo Atsinanana
Manitsy 23 B,Ampanihy,Iakora,Iakora,Ihorombe
Manitsy 24 C,Bevao,Maliorano,Midongy-Atsimo,Atsimo Atsinanana
Manitsy A ndrefana 20 G,Nanarena Bekofafa,Iakora,Iakora,Ihorombe
Manitsy Andrefana 21 G,Nanarena Bekofafa,Iakora,Iakora,Ihorombe
Manitsy Andrefana 22 G,Nanarena Bekofafa,Iakora,Iakora,Ihorombe
Manivaka 10 B,Ambondro,Antsalova,Antsalova,Melaky
Manizoizo 10 B,Antsevakely,Miarinarivo,Andilamena,Alaotra Mangoro
Manizombetokana 10 C,Tsaratanana,Ambilobe,Ambilobe,Diana
Manja 10 C,Manja,Ambaripaika,Mandritsara,Sofia
Manjaka 10 A,Tsarazaza,Ambohitrambo,Arivonimamo,Itasy
Manjaka 10 V,Manjaka,Ankadikely Ilafy,Antananarivo Avaradrano,Analamanga
Manjaka 11 A,Mahabo,Mandiavato,Miarinarivo,Itasy
Manjaka 12 A,Manjaka,Vohitrarivo,Ambohimahasoa,Haute Matsiatra
Manjaka 13 A,Apangabe,Imerintsiatosika,Arivonimamo,Itasy
Manjaka 14 A,Ambohibary,Andriamena,Tsaratanana,Betsiboka
Manjaka 15 A,Ambolotarakely,Ambolotarakely,Ankazobe,Analamanga
Manjaka 16 B,Morafeno I,Firavahana,Fenoarivobe,Bongolava
Manjaka 17 B,Miantsoarivo I,Ambohitromby,Ankazobe,Analamanga
Manjaka 18 B,Manjaka,Antanetikely,Antananarivo Atsimondrano,Analamanga
Manjaka 19 C,Mahatsinjo,Firavahana,Fenoarivobe,Bongolava
Manjaka 20 C,Manjaka,Miantsoarivo,Arivonimamo,Itasy
Manjaka 21 H,Ampandrilaza,Ampangabe,Ambohidratrimo,Analamanga
Manjaka 22 H,Manjaka Andrefana,Sabotsy Ambohitromby,Andramasina,Analamanga
Manjaka Est 10 H,Anempoka,Sabotsy Ambohitromby,Andramasina,Analamanga
Manjaka I 10 A,Antanisoa,Ambohitrambo,Arivonimamo,Itasy
Manjaka II 10 C,Ambohijatovo,Arivonimamo II,Arivonimamo,Itasy
Manjakamanana 10 D,Vohibe,Vohimarina,Vohibato,Haute Matsiatra
Manjakampo 10 A,Bemahatazana,Mahasolo,Tsiroanomandidy,Bongolava
Manjakandriana 10 V,Ambatolahifisaka,Antsampanimahazo,Faratsiho,Vakinankaratra
Manjakanimasina 10 F,Amby,Arivonimamo II,Arivonimamo,Itasy
Manjakanony 10 B,Manjakanony,Mandiavato,Miarinarivo,Itasy
Manjakany 10 C,Ambodiriana,Morarano Maritampona,Fenoarivobe,Bongolava
Manjakaraivoahasina 10 C,Ambalavao,Ampefy,Soavinandriana,Itasy
Manjakarivo 10 B,Lohena,Befasy,Morondava,Menabe
Manjakarivo 11 C,Bevantaza,Befasy,Morondava,Menabe
Manjakarivobasina 10 A,Ambohitrivahoaka,Ambohitrambo,Arivonimamo,Itasy
Manjakatompo 10 B,Ampahimanga,Ampahimanga,Arivonimamo,Itasy
Manjakatompo 11 E,Ambohinaorina,Fiadanana,Ambohidratrimo,Analamanga
Manjakavaradrano 10 D,Manjakavaradrano,Manjakavaradrano,Ambohidratrimo,Analamanga
Manjakavaradrano 11 F,Manjakavaradrano,Mahatsinjo,Maevatanana,Betsiboka
Manjakavody A 10,Volojatsy,Mahatsinjo,Vondrozo,Atsimo Atsinanana
Manjakazafy 10 B,Ambohijafy,Talata Angavo,Ankazobe,Analamanga
Manjakazafy 11 D,Manjakazafy,Anosiala,Ambohidratrimo,Analamanga
Manjakazaza 10 B,Mandrosoa,Soamahamanina,Miarinarivo,Itasy
Manjakazaza 11 D,Manjakazaza,Ambohitrambo,Arivonimamo,Itasy
Manjakely 10 B,Ankazobe IIi,Ankazobe,Ankazobe,Analamanga
Manjamaso 10 A,Ambodimadiro,Beronono,Anjozorobe,Analamanga
Manjanarivo 10 A,Ambodiakondro,Moramanga,Moramanga,Alaotra Mangoro
Manjarano 10 B,Ambohitrandriana,Sabotsy Manjakavahoaka,Andramasina,Analamanga
Manjato 10 B,Tsianovana,Firavahana,Fenoarivobe,Bongolava
Manjato 11 B,Sahatavy,Sahatavy,Vavatenina,Analanjirofo
Manjato 12 C,Ambavarano,Amboditandroroho,Toamasina II,Atsinanana
Manjavara A 10,Tanambao II,Ambodibonara,Mahanoro,Atsinanana
Manjavela 10 D,Ankaboba,Mahazoarivo,Vohipeno,Vatovavy Fitovinany
Manjiriana-Nord 10 B,Ambohimalaza,Analampasina,Ifanadiana,Vatovavy Fitovinany
Manjiriana-Sud 10 B,Manjiriana Sud,Analampasina,Ifanadiana,Vatovavy Fitovinany
Manjoaka 10 A,Manjaoka,Ranomafana Est,Brickaville,Atsinanana
Manjolakely 10 H,Ampitatsimo,Mandritsara,Mandritsara,Sofia
Mankadala 10 C,Anosikobondro,Marovoay Banlieue,Marovoay,Boeny
Mankara 10 A,Mankary,Fierenana,Moramanga,Alaotra Mangoro
Mankarana A 10,Sahandrotra,Nosy Varika,Nosy-Varika,Vatovavy Fitovinany
Mankarena 10 F,Ambalarondra,Ambalarondra,Brickaville,Atsinanana
Mankazena 10 B,Savahaonina,Andrainjato Est,Lalangina,Haute Matsiatra
Manoa 10 B,Fanoa,Nato,Vohipeno,Vatovavy Fitovinany
Manoanana 10 B,Marosika,Ambodibonara,Mahanoro,Atsinanana
Manoandria 10 B,Ambalavato,Ambalavato Nord,Farafangana,Atsimo Atsinanana
Manoapoahona 10 C,Amboniriana,Analavory,Miarinarivo,Itasy
Manoarivotra (Concession) 10 I,Mangarivotra,Ankotrofotsy,Miandrivazo,Menabe
Manoarivotra 10 C,Mangarivotra,Andolofotsy,Miarinarivo,Itasy
Manodohodo 10 C,Ankorombe,Ambohitrolomahitsy,Manjakandriana,Analamanga
Manohilahy 10 G,Antanimafy,Morarano Chrome,Amparafaravola,Alaotra Mangoro
Manohilaza 10 D,Analila,Masomeloka,Mahanoro,Atsinanana
Manohirano 10 C,Ambalamahatsinjo Sakaroa,Ambondrona,Isandra,Haute Matsiatra
Manohisoa 10 B,Antanambao,Ambohipihaonana,Ambohidratrimo,Analamanga
Manohisoa 11 B,Manohisoa,Anjeva Gara,Antananarivo Avaradrano,Analamanga
Manohitrakondro 10 C,Tsarahonenana,Maromitety,Vavatenina,Analanjirofo
Manohombato A 10,Nanoharana,Androndrono,Maroantsetra,Analanjirofo
Manoina 10 C,Fiadanana Sud,Mahabo,Ambohidratrimo,Analamanga
Manokakora 10 B,Kelilalina,Kelilalina,Ifanadiana,Vatovavy Fitovinany
Manokamanana 10 B,Antanetibe,Ambano,Antsirabe II,Vakinankaratra
Manolisoa 10 A,Ambohimandroso,Ambohimandroso,Farafangana,Atsimo Atsinanana
Manolobony 10 F,Analamanga,Ambohimandry,Arivonimamo,Itasy
Manolodreny 10 E,Ivahona,Ivahona,Betroka,Anosy
Manolohonga 10 B,Madirohambana,Madirovalo,Ambato Boeni,Boeny
Manolomanana 10 C,Manolomanana,Antsiafabositra,Maevatanana,Betsiboka
Manolomasina 10 A,Manankasina,Ambohimanana,Brickaville,Atsinanana
Manolondroa 10 C,Manolodroa,Andalatanosy,Ambovombe-Androy,Androy
Manolosoa 10 A,Tsianaloka,Ankavandra,Miandrivazo,Menabe
Manolosoa 11 B,Tsianaloka,Ankavandra,Miandrivazo,Menabe
Manolosoa 12 B,Alakamisy Nord,Andolofotsy,Miarinarivo,Itasy
Manolosoa 13 B,Vohitsidy,Vohimary,Vondrozo,Atsimo Atsinanana
Manolotranibakaro 10 V,Ampanataovana,Fitsinjovana Bakaro,Andramasina,Analamanga
Manolotrony 10 B,Ambalamanandray,Talata Vohimena,Manandriana,Amoron I Mania
Manolotrony 11 B,Manolotrony,Antodinga,Ikongo,Vatovavy Fitovinany
Manolotrony 12 C,Manomboarivo,Tanamarina Sakay,Ikalamavony,Haute Matsiatra
Manolotrony 13 C,Ambohimanarivo,Ambalaroka,Manakara Atsimo,Vatovavy Fitovinany
Manolotrony 14 D,Ambalatsilalovana,Vohitrarivo,Ambohimahasoa,Haute Matsiatra
Manolotrony 15 D,Ambodimanga Benavony,Ampasimbe,Brickaville,Atsinanana
Manolotsara 10 B,Vohitrarivo,Ambohimanga Du Sud,Ifanadiana,Vatovavy Fitovinany
Manolotsoa 10 B,Manaribevitsika,Madirovalo,Ambato Boeni,Boeny
Manolotsony 10 E,Miraihery,Ambohimahamasina,Ambalavao,Haute Matsiatra
Manomanaraka 10 D,Mandro,Mangidy,Ikalamavony,Haute Matsiatra
Manomba 10 B,,,,
Manomba 11 B,Vohibe,Ampataka,Vangaindrano,Atsimo Atsinanana
Manomba 12 C,Manomba,Ankilizato,Mahabo,Menabe
Manomba 13 A,Iabofotaka,Maropaika,Ivohibe,Ihorombe
Manomba 14 A,Vohitsidy,Vohimary,Vondrozo,Atsimo Atsinanana
Manombana 10 B,Ambodihasina,Ambalahosy Nord,Mananjary,Vatovavy Fitovinany
Manombika 10 E,Manombika,Antanimieva,Morombe,Atsimo Andrefana
Manombo 10 A,Sakaviro Mahasoa,Ranohira,Ihosy,Ihorombe
Manombo 10 B,Sarinosy,Etrotroka Atsimo,Farafangana,Atsimo Atsinanana
Manombo 11 A,Antaly Ampandra,Ambatolahy,Ihosy,Ihorombe
Manombo 12 A,Madiorano,Manambidala,Vondrozo,Atsimo Atsinanana
Manombo 13 A,Manombo,Ambodivoanio,Mananara-Avaratra,Analanjirofo
Manombo 14 B,,,,
Manombo 15 B,Ambararata Nord,Sakamahily,Betroka,Anosy
Manombo 16 B,Soarano,Bekofafa Sud,Befotaka,Atsimo Atsinanana
Manombo 17 C,Tongarivo Est,Beharona,Manja,Menabe
Manombo 18 C,Sakena Toby,Mahasoa,Ihosy,Ihorombe
Manombo 19 C,Manandrotsy,Bekorobo,Betroka,Anosy
Manombo 20 C,Beharena,Antaninarenina,Befotaka,Atsimo Atsinanana
Manombo 21 C,Manombo,Esira,Amboasary-Atsimo,Anosy
Manombo 22 D,Manombo Est,Jangany,Betroka,Anosy
Manombo 23 D,Benonoka I,Mahabo,Betroka,Anosy
Manombo 24 D,Vohimalaza,Iamonta,Vondrozo,Atsimo Atsinanana
Manombo 25 D,Ambatomiraviravy,Vohitrambo,Vangaindrano,Atsimo Atsinanana
Manombo 26 D,Manombo,Ankarana Miraihina,Farafangana,Atsimo Atsinanana
Manombo 27 A,Tsahalana,Ambongo,Vangaindrano,Atsimo Atsinanana
Manombo 28 A,Marozano,Ivondro,Midongy-Atsimo,Atsimo Atsinanana
Manombo 29 A,Ampatranila,Andranolalina,Midongy-Atsimo,Atsimo Atsinanana
Manombo 30 A,Mahabe,Maliorano,Midongy-Atsimo,Atsimo Atsinanana
Manombo 31 B,Kiremba,Begogo,Iakora,Ihorombe
Manombo 32 B,Manombo,Nosifeno,Midongy-Atsimo,Atsimo Atsinanana
Manombo-Antanimena 10 C,Tanalave Be,Marolinta,Beloha,Androy
Manomboarivo 10 A,Ambohimahasoa,Mahazony,Ambalavao,Haute Matsiatra
Manomboarivo 11 B,Ampandrasoa,Mahasoa,Ihosy,Ihorombe
Manomboarivo 12 C,Fenoarivo II,Manamisoa,Ambalavao,Haute Matsiatra
Manomboarivo 13 A,Bemahala,Vohimary,Vondrozo,Atsimo Atsinanana
Manomboarivo 14 C,Antesonjo,Vohimary,Vondrozo,Atsimo Atsinanana
Manombo-Est 10 A,Ambinany,Ranotsara Sud,Befotaka,Atsimo Atsinanana
Manombovelo 10 A,Belenalena,Befotaka Sud,Befotaka,Atsimo Atsinanana
Manombovelo 11 A,Begogo Centre,Begogo,Iakora,Ihorombe
Manomby 10 B,Fenoarivo,Ianabinda,Betroka,Anosy
Manometimay 10 E,Manometinay,Belo Sur Mer,Morondava,Menabe
Manompotena 10 E,Manirenja,Bobakilandy,Antsiranana II,Diana
Manompy 10 A,Vohitsidy,Vohimary,Vondrozo,Atsimo Atsinanana
Manompy Atsimo 10 G,Manopy Sud,Miarinarivo,Andilamena,Alaotra Mangoro
Manompy-Avaratra 10 E,Ambalabe,Maitsokely,Andilamena,Alaotra Mangoro
Manonga 10 B,Andranomandevy,Tsaramandroso,Ambato Boeni,Boeny
Manonga 11 B,Miadana,Tsinjomitondraka,Port-Berge (Boriziny-Vaovao),Sofia
Manonga 12 E,Manonga,Marovoay,Marovoay,Boeny
Manongaha 10 A,Sakasarotra,Manandaza,Miandrivazo,Menabe
Manongaha 11 A,Anjiakely,Madirovalo,Ambato Boeni,Boeny
Manongarivo 10 B,Aboalimena Avaratra,Aboalimena,Belo Sur Tsiribihina,Menabe
Manongarivo 11 B,Ambodiriana II,Ampasimatera,Mampikony,Sofia
Manongarivo 12 C,Manongarivo,Mantaly,Ambilobe,Diana
Manongarivo 13 A,Antsiraka,Marotandrano,Mandritsara,Sofia
Manongarivo Est 10 G,Ankaraobato,Ankiririky,Mampikony,Sofia
Manongarivo Ouest 10 D,Tsarahasina,Tsarahasina,Port-Berge (Boriziny-Vaovao),Sofia
Manongaroa 10 B,Soarano,Bekofafa Sud,Befotaka,Atsimo Atsinanana
Manongaroa 11 C,Unknown Name,Ambalasoa,Betroka,Anosy
Manonjona 10 A,Bepimay,Mahaly,Amboasary-Atsimo,Anosy
Manorakanjo 10 B,Fatakana,Vodiriana,Moramanga,Alaotra Mangoro
Manorihy 10 D,Ambatry Manory,Ambatry Mitsinjo,Betioky Atsimo,Atsimo Andrefana
Manorihy 11 V,Anjandroe Behevotre,Jafaro,Ambovombe-Androy,Androy
Manorikandro 10 F,Mangidy,Mangidy,Ikalamavony,Haute Matsiatra
Manorina B 10,Masopasy,Ranotsara Nord,Iakora,Ihorombe
Manorira 10 A,Vohitelo,Mahaly,Amboasary-Atsimo,Anosy
Manorira 11 A,Amboangy,Soakibany,Midongy-Atsimo,Atsimo Atsinanana
Manoroanja 10 C,Manoroanja,Soavinandriana,Soavinandriana,Itasy
Manorofanana 10 F,Abolaza,Marolinta,Beloha,Androy
Manorofify 10 V,Manorofify,Manorofify,Toliary-II,Atsimo Andrefana
Manoroha 10 C,Amborobe,Etrotroka Atsimo,Farafangana,Atsimo Atsinanana
Manoroka 10 C,Manoroka,Saint Augustin,Toliary-II,Atsimo Andrefana
Manorosoa A 10,Marozano,Ivondro,Midongy-Atsimo,Atsimo Atsinanana
Manorotoro 10 E,Manorotoro,Ambakireny,Tsaratanana,Betsiboka
Manorotrano 10 A,Bepimay,Mahaly,Amboasary-Atsimo,Anosy
Manory-Ambany 10 A,Anjidava,Ankilizato,Ampanihy Ouest,Atsimo Andrefana
Manory-Ambony 10 D,Anjidava,Ankilizato,Ampanihy Ouest,Atsimo Andrefana
Manosihosy 10 A,Sakamana,Analaliry,Ihosy,Ihorombe
Manoto 10 C,Mitoko Nord,Vohitrafeno,Vohibato,Haute Matsiatra
Manotoana A 10,Ambodisadifitra,Masomeloka,Mahanoro,Atsinanana
Manotohasina 10 B,Mahatsinjo,Firavahana,Fenoarivobe,Bongolava
Manotokosy 10 F,Beteny,Ankarana Miraihina,Farafangana,Atsimo Atsinanana
Manotongana 10 E,Soamitazana,Sabotsy Namatoana,Ambatolampy,Vakinankaratra
Manotsiala 10 A,Tsaramandroso,Antanimbaribe,Kandreho,Betsiboka
Manoty 10 A,Besakoa Ifarantsa,Beraketa,Bekily,Androy
Manova 10 A,Ampataka,Ampataka,Vangaindrano,Atsimo Atsinanana
Manova 11 B,Ankilimanondro Sud,Amborompotsy,Ampanihy Ouest,Atsimo Andrefana
Manova 12 B,Amborompotsy I,Amborompotsy,Ampanihy Ouest,Atsimo Andrefana
Manova 13 B,Tsararano,Tsiately,Vangaindrano,Atsimo Atsinanana
Manovikitra 10 C,Ivorona,Ifarantsa,Taolagnaro,Anosy
Manovire 10 B,Ankonatsy,Maroviro,Bekily,Androy
Manoy 10 C,Manoy,Befandriana Sud,Morombe,Atsimo Andrefana
Manozombondro 10 A,Mahasoa Pomay,Malaimbandy,Mahabo,Menabe
Mantagogo 10 A,Mahatsara,Antsaravibe,Ambilobe,Diana
Mantagogo 11 B,Analasatrana,Antsaravibe,Ambilobe,Diana
Mantalia 10 V,Mantaly,Mantaly,Ambilobe,Diana
Mantaliaka 10 C,Andampikely,Ampondra,Vohemar,Sava
Mantalimanera 10 B,Ampasindava,Ambakirano,Ambilobe,Diana
